Disk-intensive,72.49999999999999,77.66199999999999
Memory-intensive,68.0,68.5474476
Disk-intensive,72.49999999999999,77.66199999999999
CPU-intensive,58.5,61.425000000000004
CPU-intensive,58.5,61.425000000000004
Memory-intensive,68.0,68.5474476
Memory-intensive,68.0,68.5474476
Memory-intensive,68.0,68.5474476
Memory-intensive,68.0,68.5474476
Memory-intensive,68.0,68.5474476
Memory-intensive,68.0,68.5474476
CPU-intensive,58.5,61.425000000000004
Disk-intensive,72.49999999999999,77.66199999999999
CPU-intensive,58.5,61.425000000000004
Memory-intensive,68.0,68.5474476
Memory-intensive,68.0,68.5474476
Memory-intensive,68.0,68.5474476
Disk-intensive,72.49999999999999,77.66199999999999
CPU-intensive,58.5,61.425000000000004
Memory-intensive,68.0,68.5474476
CPU-intensive,58.5,61.425000000000004
Memory-intensive,37.698192000000006,38.00168883433441
Memory-intensive,37.698192000000006,38.00168883433441
Memory-intensive,37.698192000000006,38.00168883433441
Memory-intensive,37.698192000000006,38.00168883433441
Disk-intensive,72.49999999999999,77.66199999999999
Disk-intensive,72.49999999999999,77.66199999999999
Disk-intensive,72.49999999999999,77.66199999999999
Memory-intensive,62.59999999999999,63.10397381999999
Disk-intensive,70.5,75.51960000000001
Disk-intensive,66.10000000000001,70.80632000000001
Disk-intensive,73.44999999999999,78.67963999999999
Disk-intensive,73.44999999999999,78.67963999999999
Memory-intensive,67.3,67.84181211
Memory-intensive,67.3,67.84181211
Disk-intensive,70.0,74.98400000000001
Memory-intensive,67.60000000000001,68.14422732000001
Memory-intensive,71.7,72.27723519000001
Memory-intensive,75.79999999999998,76.41024305999998
Memory-intensive,75.79999999999998,76.41024305999998
Memory-intensive,65.39999999999999,65.92651578
Memory-intensive,65.39999999999999,65.92651578
Memory-intensive,60.59999999999999,61.08787241999999
Memory-intensive,75.79999999999998,76.41024305999998
Memory-intensive,75.79999999999998,76.41024305999998
Memory-intensive,70.3,70.86596421
Memory-intensive,63.59999999999999,64.11202451999999
Memory-intensive,71.7,72.27723519000001
Memory-intensive,65.39999999999999,65.92651578
Memory-intensive,73.6,74.19253152
Memory-intensive,67.60000000000001,68.14422732000001
Memory-intensive,67.60000000000001,68.14422732000001
Memory-intensive,67.60000000000001,68.14422732000001
Disk-intensive,71.94999999999999,77.07284
Memory-intensive,73.6,74.19253152
Memory-intensive,71.7,72.27723519000001
